doc_index,entity_group,entity_text
1196,ORG,Comcast
1196,ORG,comcast
1197,PER,Arnold
1197,ORG,Comcast Cable
1197,ORG,Comcast
1197,ORG,Customer Service
1197,ORG,Comcast
1197,PER,Arnold
1197,ORG,Comcast
1197,ORG,Comcast
1197,PER,Tanya
1197,ORG,Comcast
1197,ORG,Comcast
1197,PER,Tanya
1197,PER,Arnold
1198,ORG,Comcast
1198,ORG,AT&T
1198,ORG,Comcast
1199,ORG,Comcast
1199,ORG,Comcast
1199,MISC,PSP
1199,MISC,PS3
1199,ORG,Comcast
1199,ORG,Verizon
1199,ORG,Comcast
1200,ORG,Comcast
1200,ORG,Comcast
1200,ORG,yahoo
1200,MISC,ICMP
1200,ORG,Comcast
1200,ORG,AT&T
1200,ORG,U
1200,MISC,-
1200,ORG,Verse
1200,ORG,Comcast
1200,ORG,AT&T
1200,ORG,U
1200,MISC,-
1200,ORG,Verse
1201,ORG,Comcast
1201,ORG,Comcast
1202,MISC,SmartZone
1202,ORG,Comcast
1202,ORG,Comcast
1205,ORG,Comcast
1205,ORG,Comcast
1205,ORG,Comcast
1205,ORG,Verizon
1206,ORG,Comcast
1207,ORG,Comcast
1207,MISC,Hi Speed
1207,ORG,Comcast
1207,ORG,Comcast
1207,ORG,Comcast
1208,ORG,Comcast
1208,ORG,Comcast
1208,ORG,Comcast
1209,ORG,Comcast
1209,ORG,Comcast
1209,ORG,Comcast
1209,LOC,IL
1209,LOC,MA
1209,LOC,MA
1209,LOC,India
1209,LOC,Sri Lanka
1209,ORG,800-Comcast
1210,ORG,Comcast
1210,ORG,Comcast
1211,ORG,Comcast
1211,ORG,Comcast
1213,ORG,Comcast
1213,MISC,Triple Play
1213,ORG,Comcast High-Speed Internet
1213,MISC,Blast
1213,ORG,!
1213,ORG,Comcast
1213,ORG,Comcast
1214,LOC,St. Paul
1214,PER,Kathy **
1214,PER,Liz
1215,ORG,Comcast
1215,MISC,Broadband Internet
1215,MISC,Internet
1215,ORG,Comcast
1215,LOC,America
1216,ORG,Comcast
1216,ORG,Comcast
1217,ORG,Netflix
1218,LOC,South St. Paul Minnesota.
1218,ORG,Comcast
1218,LOC,.
1218,ORG,Customer Support
1218,LOC,.
1218,MISC,WiFi
1218,ORG,Comcast
1218,LOC,.
1218,ORG,Comcast
1218,LOC,.
1218,LOC,.
1219,ORG,AT&T DSL
1219,ORG,Comcast
1220,LOC,Boca Raton
1220,LOC,Boca Raton
1220,ORG,Comcast
1220,ORG,Comcast
1221,ORG,Comcast
1221,ORG,Comcast
1222,ORG,Comcast
1222,PER,Kathy
1222,PER,Peggy
1222,ORG,Comcast
1222,ORG,Customer
1222,ORG,Verizon broadband
1223,ORG,Comcast
1224,ORG,Comcast
1224,LOC,Lunenburg
1224,LOC,MA
1224,ORG,Comcast
1225,MISC,Comcase-provided RCADCM425
1225,ORG,Linksys
1225,ORG,Verizon
1225,ORG,Embarq
1225,ORG,Comcast
1225,MISC,PC
1226,ORG,Comcast
1226,MISC,Internet
1226,ORG,Comcast
1226,MISC,Internet
1226,ORG,Comcast
1226,MISC,Internet
1227,MISC,PC
1228,ORG,Comcast Internet Service
1228,ORG,Comcast
1229,ORG,Comcast
1229,ORG,Comcast
1229,ORG,Smart Zone
1230,ORG,BBB
1230,ORG,comcast
1230,ORG,comcast
1230,ORG,comcast
1230,ORG,comcast
1230,ORG,Better Business Bureau
1230,ORG,comcast
1230,ORG,BBB
1231,ORG,comcast
1232,ORG,Comcast
1232,ORG,SmartZone
1232,ORG,SmartZone
1232,ORG,Verizon
1233,ORG,Voice
1233,ORG,COMCAST
1233,ORG,Comcast
1233,ORG,Comcast
1233,ORG,Comcast
1233,ORG,Comcast
1233,LOC,West Palm Beach
1233,ORG,Comcast
1233,ORG,Comcast Executive Comlaint Center
1233,ORG,Comcast
1233,ORG,Comcast
1233,ORG,AT&T
1233,ORG,AT& T
1233,ORG,Comcast
1234,ORG,Comcast
1234,ORG,Comcast
1234,ORG,Comcast
1235,PER,Dustin
1235,PER,Josh
1235,PER,Colby
1235,PER,Tony
1236,ORG,comcast
1236,MISC,Wireless
1236,ORG,comcast
1236,MISC,Wireless
1237,ORG,Comcast
1237,ORG,custmoer
1238,ORG,comcast
1238,ORG,comcast
1239,ORG,Comcast
1239,MISC,Internet
1239,ORG,Line
1239,PER,Tech
1239,ORG,Comcast
1239,MISC,Internet
1239,MISC,Internet
1240,ORG,Comcast
1242,ORG,Comcast
1242,MISC,Outlook
1242,ORG,Comcast
1243,ORG,SmartZone
1243,ORG,SmartZone
1243,ORG,SmartZone
1243,ORG,com
1243,MISC,cast
1243,ORG,Everest
1244,ORG,Comcast
1245,ORG,Intern and Digital Voice
1245,ORG,Comcast
1245,ORG,comcast
1245,MISC,Internet
1246,ORG,Comcast
1246,ORG,Comcast
1246,LOC,Chicago
1247,ORG,Comcast
1247,MISC,Internet
1247,ORG,Starz
1247,ORG,Starz
1247,MISC,Internet
1247,MISC,Internet
1247,MISC,Internet
1247,ORG,Comcast
1247,MISC,Internet
1247,ORG,Dish
1247,ORG,Comcast
1247,MISC,Internet
1247,MISC,Internet
1247,MISC,Internet
1247,ORG,Comcast
1248,ORG,Comcast
1248,ORG,Comcast
1248,ORG,McAfee
1248,ORG,Comcast
1248,ORG,Comcast
1249,ORG,Comcast
1250,MISC,SMART ZONE
1250,MISC,SMART ZONE
1252,ORG,comcast
1252,MISC,E-mail
1253,ORG,comcast
1253,PER,Molly
1254,ORG,Comcast
1254,LOC,North Fort Myers Florida
1254,ORG,Comcast
1254,LOC,Florida
1255,MISC,SmartZone
1256,ORG,Comcast Broadband
1256,ORG,AT&T
1257,ORG,AT&T
1257,ORG,Comcast
1257,ORG,Comcast
1257,ORG,Comcast
1259,ORG,EarthLink
1259,ORG,Comcast
1259,ORG,EarthLink
1259,ORG,EarthLink
1259,LOC,Houston
1259,ORG,TCI cable
1259,ORG,Comcast
1259,ORG,EarthLink
1259,ORG,Comcast
1259,ORG,TCI
1259,ORG,Comcast
1259,ORG,Comcast
1259,ORG,Comcast
1259,ORG,EarthLink
1259,ORG,Comcast
1259,ORG,EarthLink
1259,ORG,Comcast
1259,ORG,Comcast
1259,ORG,Comcast
1259,ORG,Comcast
1259,PER,Beverly
1259,ORG,Comcast
1259,ORG,TCI/Comcast
1259,ORG,EarthLink
1259,PER,Beverly
1260,ORG,Comcast
1260,ORG,BellSouth
1261,ORG,comcast
1261,ORG,AOL
1261,ORG,Comcast
1261,ORG,COMCAST
1262,ORG,Comcast Internet
1262,MISC,Contribute
1262,ORG,Go Daddy
1262,ORG,Earthlink
1262,ORG,Comcast
1262,ORG,Comcast
1262,ORG,Comcast
1262,ORG,Business
1262,ORG,Comcast
1262,ORG,Comcast
1262,ORG,Comcast
1263,ORG,Comcast
1263,ORG,Verizon FIOS
1263,ORG,Comcast
1264,ORG,comcast
1264,ORG,dsl
1264,LOC,WA
1265,ORG,COMCAST
1265,ORG,COMCAST
1266,MISC,Internet
1266,ORG,Comcast
1266,ORG,Google
1266,ORG,Comcast
1268,ORG,Comcast
1268,ORG,Comcast
1268,PER,Roberts
1268,ORG,MPSC
1268,ORG,BBB
1268,ORG,Comcast
1268,PER,Roberts
1268,ORG,MPSC
1268,ORG,BBB
1270,ORG,Comcast
1272,ORG,Comcast
1272,ORG,Internet
1272,ORG,BBB
1273,LOC,Reston
1273,LOC,Arlington
1273,ORG,Comcast
1273,ORG,Comcast
1274,ORG,Comacast
1275,ORG,road runner
1275,ORG,DIRECTV
1275,ORG,Att
1275,ORG,exe
1276,ORG,Comcast
1276,MISC,Windows
1276,MISC,Comcast
1276,ORG,Comcast
1277,ORG,Comcast
1278,ORG,Patriot Media
1279,PER,Latoya
1279,ORG,Dept
1279,ORG,BBB
1279,ORG,Comcast
1279,LOC,Woodridge Il.
1279,PER,Latoya
1279,PER,Arlo
1279,PER,Andrew
1279,PER,Andrew
1281,ORG,Comcast Cable
1281,ORG,Comcast
1281,ORG,Comcast
1281,ORG,Comcast
1281,ORG,Comcast
1281,ORG,Comcast
1281,ORG,Comcast
1282,ORG,Comcast Hi Speed Internet
1283,ORG,Comcast Service
1283,ORG,Miss Utility
1284,MISC,Wi-Fi
1284,ORG,Comcast
1286,ORG,Comcast
1286,LOC,Seattle
1287,ORG,Comcast
1287,ORG,Comcast
1287,ORG,Comcast
1287,ORG,Comcast
1287,ORG,comcast
1287,ORG,Vonage
1287,LOC,New York
1287,ORG,Comcast
1288,ORG,Comcast
1288,ORG,comcast
1289,ORG,Comcast
1289,ORG,Comcast
1289,ORG,Comcast
1289,ORG,Comcast
1290,ORG,comcast
1290,ORG,comcast
1291,ORG,Comcast
1291,ORG,Comcast
1292,ORG,comcast/roadrunner
1292,ORG,dsl
1292,ORG,comcast
1293,ORG,Comcast
1293,ORG,Comcast
1293,PER,Rachael
1293,ORG,Comcast
1293,PER,Rachael
1293,MISC,Rhaps
1293,ORG,ody
1293,PER,Rachael
1293,ORG,Comcast
1293,ORG,Comcast
1294,ORG,comcast
1295,ORG,comcast
1295,ORG,comcast
1296,ORG,Comcast
1297,ORG,Lowell Cable TV
1297,ORG,Comcast
1297,LOC,Lowell
1297,ORG,Comcast
1297,ORG,Comcast
1297,ORG,Comcast
1298,ORG,comcast
1298,ORG,comcast
1298,ORG,comcast
1299,ORG,Comcast
1299,ORG,Comcast
1299,ORG,Comcast
1299,ORG,Comcast
1299,ORG,Comcast
1300,MISC,Internet
1300,ORG,New York Times
1300,MISC,Internet
1300,ORG,Comcast
1300,ORG,Comcast
1300,ORG,google
1300,ORG,Comcast
1300,ORG,Comcast
1300,MISC,Internet
1300,MISC,Internet
1301,ORG,Comcast
1301,ORG,Internet
1301,ORG,Comcast
1301,ORG,Comcast
1301,ORG,Consumer Affairs
1301,ORG,Comcast
1301,ORG,Comcast
1301,ORG,Consumer Affairs
1301,ORG,Comcast
1302,ORG,Comcast
1303,ORG,Comcast HSI
1303,LOC,PA
1303,LOC,Illinois
1305,ORG,Comcast
1305,MISC,Microsoft Outlook
1308,ORG,Comcast
1310,LOC,New Zealand
1310,ORG,Comcast
1310,ORG,Comcast
1311,ORG,Comcast
1311,PER,Weeks
1311,LOC,Sun North
1311,LOC,Peppertree Manor
1311,ORG,Comcast
1311,PER,Vanessa
1311,PER,David
1311,ORG,Comcast
1312,ORG,Comcast
1312,MISC,ama
1312,ORG,Comcast
1312,ORG,bacck
1312,ORG,Comcast
1312,ORG,Comcast
1313,ORG,Comcast
1314,ORG,comca$t
1314,ORG,comca$t
1314,ORG,comcast
1314,ORG,BBB
1314,ORG,comca$t
1314,ORG,c0mcast
1315,ORG,Comcast
1316,ORG,Comcast
1316,ORG,time warner
1318,ORG,Comcast
1318,ORG,Abuse
1318,ORG,Comcast
1318,ORG,Comcast
1318,ORG,Abuse
1318,ORG,Comcast
1318,ORG,Comcast
1318,ORG,FCC
1318,ORG,Comcast
1318,ORG,Abuse
1318,ORG,Comcast
1318,ORG,Comcast
1318,ORG,FCC
1319,ORG,Timewarner
1319,ORG,Tiemwarner
1319,ORG,COMCAST
1320,ORG,Comcast
1320,LOC,Michigan
1320,ORG,HBO
1320,ORG,HBO
1320,ORG,HBO
1321,ORG,Comcast
1321,ORG,Road Runner
1321,ORG,Road Runner
1322,ORG,Comcast
1322,ORG,Comcast
1323,ORG,comcast
1323,ORG,ecustomer
1323,ORG,comcast
1324,ORG,Comcast
1324,MISC,Internet
1324,ORG,Comcast
1324,ORG,Comcast
1325,ORG,Comcast
1325,ORG,Comcast
1327,ORG,Comcast
1328,ORG,Comcast
1328,MISC,Mortgages
1328,ORG,Comcast
1328,MISC,Monster
1328,MISC,Viagra
1328,ORG,Comcast
1328,ORG,Comcast
1328,ORG,Qwest
1328,ORG,Comcast
1328,ORG,Corporate Office
1328,ORG,Office of Telecommunications
1329,ORG,Comcast
1329,ORG,Comcast
1329,ORG,Comcast
1330,ORG,Comcast ISP
1331,ORG,Comcast
1331,MISC,E
1331,ORG,Comcast
1332,ORG,Bellsouth
1332,ORG,Comcast
1332,ORG,costumer
1332,MISC,English
1332,ORG,bellsouth
1333,ORG,comcast
1333,MISC,comcast based
1334,ORG,COMCAST
1334,ORG,COMCAST
1334,ORG,COMCAST
1334,ORG,COMCAST
1334,ORG,COMCAST
1334,ORG,COMCAST
1334,ORG,COMCAST
1334,ORG,COMCAST
1335,ORG,Comcast
1336,ORG,Adelphia
1336,MISC,Internet
1336,LOC,CA
1336,LOC,PA
1336,ORG,Comcast
1336,ORG,Comcast
1336,ORG,Comcast
1336,ORG,Comcast
1336,ORG,Comcast
1336,ORG,Verizon
1336,ORG,AT&T
1336,ORG,Comcast
1336,LOC,PA
1336,ORG,Comcast
1337,ORG,Cox Communication
1337,ORG,PRM Company
1337,ORG,Cox Communication
1340,MISC,Internet
1340,ORG,Comcast
1340,ORG,TV
1340,MISC,Internet
1340,ORG,Comcast
1340,MISC,Internet
1340,MISC,PC
1340,ORG,Comcast
1340,MISC,HS Internet
1340,ORG,Comcast
1340,MISC,Internet
1340,ORG,Radio
1341,ORG,Comcast
1341,ORG,AT&T
1341,ORG,Comcast
1342,MISC,Dell 8200
1344,MISC,Dell 8200
1346,ORG,Comcast
1346,ORG,IP Network Abuse
1346,MISC,AUP
1346,MISC,AUP
1346,ORG,Comcast
1346,ORG,Comcast
1346,MISC,SHN
1346,MISC,FLAC
1346,ORG,Comcast
1346,ORG,IP Network Abuse
1346,ORG,Abuse
1346,ORG,Abuse
1346,ORG,Comcast
1348,ORG,Comcast
1349,ORG,Comcast
1350,ORG,Comcast
1351,ORG,AT&T
1351,ORG,.
1353,ORG,Comcast
1354,ORG,Comcast
1354,LOC,Detroit
1354,ORG,Comcast
1354,LOC,Detroit
1354,LOC,detroit
1354,ORG,Comcast
1354,ORG,Comcast
1355,ORG,Comcast Cable
1355,PER,Renee
1355,LOC,Philadelphia
1355,ORG,Comcast
1356,ORG,Comcast
1357,ORG,HBO
1357,ORG,Viceland
1357,ORG,Amazon
1357,ORG,Google
1358,ORG,CenturyLink
1359,MISC,ID
1359,ORG,XFINITY
1359,ORG,XFINITY
1360,ORG,Comcast
1360,MISC,X-Rated
1361,ORG,Comcast Xfinity
1361,MISC,FIOS
1361,ORG,Comcast
1361,ORG,Verizon
1361,ORG,Comcast
1362,ORG,Comcast
1362,ORG,COMCAST
1362,ORG,Comcast
1362,ORG,Comcast
1364,LOC,FL
1364,ORG,Comcast
1364,ORG,Comcast
1364,ORG,Comcast
1364,ORG,Comcast
1364,ORG,Comcast
1364,ORG,Comcast
1364,ORG,Comcast
1365,ORG,COMCAST
1366,ORG,Comcast/Xfinity
1366,ORG,DirecTV
1366,ORG,Comcast/Xfinity
1366,ORG,Comcast
1366,ORG,Comcast
1366,ORG,Hostgator
1366,ORG,GoDaddy
1366,MISC,English
1366,ORG,GoDaddy
1366,ORG,Comcast
1366,ORG,Comcast/X
1367,ORG,Comcast Xfinity
1367,LOC,Philippines
1367,MISC,English
1367,LOC,USA
1367,ORG,Comcast
1367,LOC,US
1367,LOC,US
1367,ORG,Comcast
1368,ORG,Comcast
1368,LOC,Colorado
1368,ORG,Comcast
1368,ORG,Comcast
1368,ORG,Comcast
1369,ORG,Comcast
1369,ORG,CenturyLink
1369,ORG,Comcast
1369,ORG,Xfinity
1369,ORG,Comcast
1369,ORG,Comcast
1369,ORG,Comcast
1369,ORG,Comcast
1369,ORG,Comcast Accounting
1369,ORG,CenturyLink
1369,ORG,Comcast
1369,ORG,Comcast
1371,ORG,Comcast
1371,ORG,Comcast
1372,ORG,Xfinity
1372,PER,Felicia
1372,ORG,BBB
1373,ORG,COMCAST
1373,ORG,Comcast
1374,ORG,Comcast
1376,ORG,Comcast
1377,ORG,DirecTV
1378,ORG,Comcast
1379,ORG,"Comcast, Xfinity"
1380,ORG,Comcast/Xfinity
1380,MISC,Internet
1381,ORG,Comcast
1381,LOC,.
1381,LOC,.
1381,LOC,.
1381,LOC,U
1381,LOC,S.
1381,LOC,.
1381,LOC,.
1382,ORG,Comcast
1382,ORG,Comcast
1382,ORG,Comcast
1382,ORG,COMCAST
1383,ORG,Comcast
1383,ORG,AT&T
1383,ORG,AT&T
1383,ORG,Comcast
1384,ORG,Comcast
1384,ORG,Comcast
1384,ORG,Comcast
1385,MISC,FI
1385,ORG,OS
1385,ORG,Comcast
1386,ORG,Comcast
1387,ORG,Comcast
1388,ORG,Comcast/Xfinity
1389,ORG,Comcast
1389,ORG,Comcast
1389,ORG,Dispatch
1390,ORG,Comcast
1390,ORG,Comcast
1390,ORG,BBB
1390,ORG,Comcast
1391,ORG,Comcast
1391,MISC,X1
1391,MISC,World Series
1391,MISC,World Series
1391,ORG,Comcast
1391,MISC,X1
1392,ORG,Comcast
1392,LOC,US
1392,ORG,Comcast
1393,ORG,Comcast
1393,ORG,Corporate
1393,LOC,Philly
1393,ORG,Comcast
1394,ORG,Comcast
1394,ORG,Comcast
1395,ORG,Comcast
1396,ORG,Comcast
1396,ORG,Comcast
1397,ORG,Comcast
1398,ORG,Comcast
1398,ORG,Comcast Store
1398,ORG,Comcast
1398,ORG,Comcast
1399,ORG,Comcast
1399,ORG,Visa
1399,ORG,Visa
1399,PER,Kristin **
1399,ORG,Comcast
1399,ORG,Visa
1399,MISC,Visa GC
1400,ORG,Comcast
1401,ORG,Comcast
1401,ORG,Comcast
1401,ORG,Comcast
1402,ORG,Comcast
1402,ORG,Comcast
1402,ORG,Comcast
1402,ORG,Comcast
1402,ORG,Texas Utility Commission
1402,ORG,BBB
1403,ORG,Comcast
1405,ORG,Comcast
1405,ORG,Comcast
1405,ORG,Comcast
1405,ORG,Comcast
1405,LOC,Oregon
1405,LOC,California
1405,ORG,Comcast
1405,ORG,Comcast
1405,ORG,Comcast
1405,ORG,Comcast
1405,MISC,Indian
1405,MISC,Indian
1406,ORG,Comcast
1407,LOC,Monmouth IL
1407,ORG,Comcast
1407,ORG,Comcast
1407,LOC,.
1407,LOC,.
1407,ORG,Xfinity
1407,ORG,Comcast
1407,LOC,.
1407,ORG,Comcast
1407,ORG,Comcast
1407,LOC,.
1407,LOC,.
1407,ORG,Comcast
1407,LOC,U
1407,LOC,S.
1407,LOC,.
1407,ORG,Comcast
1407,ORG,Comcast
1407,LOC,.
1407,LOC,.
1407,ORG,Dish Network
1407,LOC,.
1408,ORG,Comcast
1408,ORG,Internet
1408,ORG,Comcast
1408,ORG,Comcast Support
1408,ORG,Comcast
1408,ORG,Comcast
1409,ORG,Comcast
1409,ORG,Comcast
1409,ORG,Comcast
1410,ORG,Comcast
1410,ORG,credit control
1411,ORG,Comcast
1411,ORG,Comcast
1411,ORG,Comcast
1412,ORG,Comcast
1412,ORG,Comcast
1413,ORG,Comcast
1413,ORG,DirecTV
1414,MISC,NFL RedZone
1414,ORG,DirecTV
1414,ORG,Chiefs
1414,ORG,Xfinity
1414,MISC,RedZone
1414,ORG,Chiefs
1414,ORG,Chargers
1414,MISC,RedZone
1414,MISC,XFINITY
1414,MISC,REDZONE
1415,ORG,Comcast
1415,ORG,Comcast
1415,ORG,Comcast
1415,ORG,Comcast
1415,ORG,Comcast
1415,ORG,Comcast
1415,ORG,Comcast
1415,PER,Anthony
1415,ORG,Comcast
1415,ORG,Comcast
1415,PER,Anthony
1415,PER,ANTHONY
1415,ORG,Comcast
1415,ORG,Comcast
1415,ORG,Comcast
1416,ORG,Comcast
1416,ORG,Comcast/Xfinity
1417,LOC,Florida
1417,LOC,Massachusetts
1417,LOC,Florida
1417,LOC,Massachusetts
1417,LOC,Florida
1417,ORG,Comcast
1417,LOC,Florida
1417,LOC,Florida
1418,LOC,Longmont
1418,ORG,Comcast
1419,LOC,Iraq
1419,LOC,Port Matilda
1419,LOC,PA
1419,ORG,Comcast
1419,LOC,.
1419,ORG,Comcast
1419,ORG,Comcast
1420,MISC,Matthew
1420,ORG,Comcast
1420,MISC,American
1421,ORG,Comcast
1421,ORG,FCC
1421,ORG,FCC
1421,ORG,Comcast
1421,ORG,Comcast/Xfinity
1421,ORG,FCC
1422,ORG,Comcast
1424,ORG,COMCAST XFINITY
1424,ORG,COMCAST XFINITY
1424,ORG,COMCAST Billing
1424,MISC,English
1424,MISC,X1
1424,ORG,COMCAST Store
1424,MISC,XFINITY Wi-Fi
1424,MISC,HDMI X1 Box
1424,MISC,DVI
1424,ORG,COMCAST Store
1424,ORG,COMCAST
1424,ORG,COMCAST XFINITY Billing
1424,ORG,HBO
1424,MISC,MAX
1424,ORG,COMCAST XFINITY
1424,ORG,COMCAST XFINITY
1424,ORG,United States Federal Authorities
1424,ORG,FCC
1424,ORG,Florida State Government
1424,ORG,COMCAST XFINITY
1424,LOC,Florida
1425,ORG,SPORTs
1425,ORG,Consumer Affairs
1426,ORG,Comcast
1426,ORG,Comcast
1427,PER,Gordon
1427,PER,Lena
1427,PER,Jonathon
1428,ORG,FCC
1428,ORG,Comcast
1428,MISC,GPS
1428,MISC,Google Maps
1428,ORG,Comcast
1428,ORG,Comcast
1428,ORG,Comcast
1429,ORG,Comcast
1429,ORG,Comcast
1429,ORG,Comcast
1429,ORG,Comcast
1429,MISC,App
1429,ORG,Comcast
1429,ORG,Comcast
1429,ORG,Comcast
1430,ORG,MLBN
1430,ORG,Giants
1431,ORG,Comcast
1431,ORG,Verizon
1431,ORG,Comcast
1432,ORG,Comcast
1432,PER,Ray
1432,LOC,Ft Meyers
1432,ORG,Association
1432,ORG,Association
1433,ORG,Comcast
1433,ORG,Xfinity
1433,ORG,COMCAST
1433,ORG,COMCAST
1433,ORG,FCC
1433,ORG,FTC
1433,ORG,Comcast
1433,ORG,Comcast
1433,ORG,Comcast
1434,ORG,Comcast
1434,ORG,Xfinity
1434,ORG,Comcast
1434,ORG,Comcast
1435,ORG,Comcast
1435,MISC,T1
1436,ORG,Xfinity
1437,ORG,ESPN
1437,ORG,HBO
1437,ORG,ESPN
1437,ORG,ESPN
1438,ORG,Comcast
1439,ORG,Xfinity
1439,MISC,Triple Play
1439,ORG,Xfinity
1439,ORG,Xfinity
1439,ORG,Xfinity
1439,ORG,Xfinity
1440,ORG,Comcast
1440,ORG,Comcast
1440,MISC,X1
1441,ORG,Comcast
1441,ORG,Xfinity
1441,ORG,X
1441,MISC,finity System
1441,ORG,Google
1443,ORG,Comcast
1444,ORG,Comcast
1445,ORG,Xfinity
1445,ORG,Netflix
1445,ORG,Comcast
1446,ORG,Comcast
1446,ORG,AT&T
1446,ORG,Comcast
1446,ORG,Comcast
1446,ORG,Comcast
1446,ORG,Comcast
1446,ORG,Comcast
1446,ORG,AT&T
1446,ORG,Comcast
1446,ORG,Comcast
1447,MISC,Seasonal Convenience Plan
1447,ORG,Comcast
1447,ORG,Comcast
1447,ORG,Comcast
1447,LOC,Florida
1447,ORG,Comcast
1447,LOC,Minnesota
1447,ORG,Comcast
1447,LOC,Minnesota
1447,LOC,Minnesota
1447,ORG,Comcast
1447,ORG,Discover
1447,ORG,Discover
1447,ORG,Discover
1447,ORG,Comcast
1447,LOC,Florida
1447,LOC,Minnesota
1447,ORG,Comcast
1447,ORG,FCC
1447,ORG,Comcast
1447,LOC,Florida
1447,MISC,Internet
1448,ORG,Comcast/XFINITY
1448,LOC,Atlanta
1448,ORG,Comcast
1448,ORG,XFINITY
1449,ORG,at&t
1449,ORG,at&t
1450,ORG,Comcast/Xfinity
1450,ORG,xfinity
1451,ORG,Comcast
1451,MISC,Digital Preferred
1451,ORG,CMT HD
1451,ORG,Comcast
1451,ORG,Customer Service
1451,MISC,Internet
1451,ORG,Comcast
1452,LOC,TN
1452,ORG,Comcast
1452,ORG,HBO
1452,ORG,Comcast
1453,MISC,Triple Play
1453,ORG,Comcast
1453,ORG,Comcast
1453,LOC,Orlando
1453,ORG,Comcast
1453,LOC,Philippines
1454,ORG,Comcast
1455,ORG,Comcast
1455,MISC,Quad Play
1455,MISC,.
1455,PER,MOLLY
1455,ORG,Comcast
1456,ORG,Comcast
1456,ORG,Comcast
1457,ORG,AT&T
1458,ORG,Comcast
1459,ORG,Comcast
1460,PER,Enrique
1460,PER,Enrique
1460,ORG,Comcast
1460,ORG,Comcast
1460,ORG,Comcast
1461,ORG,Comcast
1461,ORG,Comcast
1461,ORG,Comcast
1461,ORG,Comcast
1461,ORG,Comcast
1461,ORG,Comcast
1461,ORG,Comcast
1462,ORG,DirecTV
1462,ORG,Xfinity/Comcast
1462,ORG,Comcast
1462,ORG,Comcast
1462,ORG,Comcast/Xfinity
1462,ORG,DirecTV
1463,ORG,Comcast
1463,MISC,HD Premier
1463,MISC,Additional HD
1463,MISC,Blast
1464,ORG,Comcast
1464,ORG,Comcast
1464,ORG,Comcast
1465,ORG,Comcast
1465,MISC,Indian
1465,ORG,Comcast
1465,ORG,Comcast
1466,ORG,Comcast
1468,ORG,Comcast
1468,PER,Neil Smit
1468,LOC,Pennsylvania
1469,ORG,Xfinity
1469,ORG,Dish
1469,ORG,Dish
1469,ORG,DirecTV
1470,ORG,Comcast
1470,ORG,Comcast
1471,ORG,Comcast
1471,ORG,.
1471,ORG,.
1471,ORG,Cust. Serv.
1471,ORG,Customer Resolutions Dept.
1471,ORG,.
1471,ORG,.
1471,ORG,.
1471,ORG,.
1471,ORG,.
1471,ORG,Cust. Solutions
1471,ORG,.
1471,ORG,.
1471,ORG,.
1471,ORG,Comcast.
1471,ORG,.
1471,ORG,COMCAST.
1471,ORG,Verizon Fios
1471,ORG,Comcast
1473,ORG,Comcast XFINITY
1473,LOC,NY
1473,ORG,Comcast
1473,ORG,Comcast
1473,ORG,Comcast
1474,ORG,UPS
1474,ORG,Comcast
1474,ORG,UPS
1474,ORG,UPS
1474,ORG,Xfinity/Comcast
1474,ORG,Xfinity/Comcast
1474,ORG,UPS
1474,ORG,UPS
1475,ORG,Comcast
1476,ORG,Comcast
1476,ORG,Dish Network
1476,ORG,Comcast
1476,ORG,HGTV
1476,ORG,Travel Channel
1476,ORG,Food Network
1476,ORG,Comcast
1476,ORG,Comcast
1477,ORG,Comcast
1477,ORG,Comcast
1477,ORG,Comcast
1477,ORG,Comcast
1478,ORG,Comcast
1479,ORG,Comcast
1479,ORG,CS
1479,ORG,CS
1479,LOC,USA
1479,LOC,USA
1479,ORG,Comcast
1479,ORG,Comcast
1479,ORG,CS
1479,ORG,Customer Service
1479,ORG,COMCAST
1479,ORG,Comcast
1479,ORG,Consumer Affairs
1479,ORG,Comcast
1479,ORG,Comcast
1481,ORG,Verizon
1481,ORG,Comcast
1481,ORG,Verizon
1482,ORG,Comcast
1482,ORG,Comcast
1483,ORG,Xfinity
1483,LOC,Frederick MD
1483,ORG,Comcast
1483,ORG,comcast
1483,MISC,A-Fib
1483,ORG,xfinity
1483,ORG,comcast
1483,MISC,FIOS
1483,ORG,HBO
1483,ORG,Comcast
1484,ORG,Comcast
1484,LOC,Mt Everest
1485,ORG,DirecTV
1485,PER,Francine
1485,PER,Greg
1485,PER,Francine
1486,ORG,Comcast now
1486,ORG,A
1486,ORG,Xfinity
1486,ORG,Comcast
1486,ORG,Comcast
1486,ORG,COMCAST
1487,ORG,Comcast
1487,MISC,Nazis
1487,ORG,Comcast
1487,ORG,Comcast
1487,ORG,Comcast
1487,ORG,Comcast
1487,ORG,Comcast
1487,ORG,Third
1487,LOC,Reich
1488,ORG,Comcast
1488,ORG,Comcast
1488,ORG,Comcast
1488,ORG,Comcast
1488,ORG,Comcast
1489,ORG,Comcast
1489,ORG,Comcast
1490,ORG,Comcast
1491,ORG,Comcast
1491,ORG,Comcast
1491,ORG,Comcast
1491,ORG,Comcast
1492,LOC,Richmond
1492,ORG,Verizon
1492,ORG,Comcast
1492,ORG,Verizon
1492,ORG,Comcast
1492,ORG,Comcast
1492,MISC,PTO
1492,ORG,Comcast
1492,ORG,Comcast
